Titre,Lien,Date,Contenu
Tunisie : Le ministre du Tourisme reçoit une délégation d’investisseurs koweïtiens,https://realites.com.tn/fr/tunisie-le-ministre-du-tourisme-recoit-une-delegation-dinvestisseurs-koweitiens/,15-05-2024,"Le ministre du Tourisme Mohamed Moez Belhassine, a reçu, mardi 14 mai 2024, une délégation d’investisseurs de l’État du Koweït représentant le groupe Al-Muwasharji, dirigé par M. Salah Mohammed Saqr…"
La Tunisie et l’UE signent des conventions de dons totalisant 38 millions d’euros,https://realites.com.tn/fr/la-tunisie-et-lue-signent-des-conventions-de-dons-totalisant-38-millions-deuros/,15-05-2024,"Le président Kaïs Saied a officialisé hier, mardi 14 mai, la ratification de deux conventions de dons entre la Tunisie et l’Union européenne, totalisant un montant de 38 millions d’euros.…"
Recensement 2022 en Sicile: La part des Tunisiens parmi les expatriés,https://realites.com.tn/fr/recensement-2022-en-sicile-la-part-des-tunisiens-parmi-les-expatries/,14-05-2024,"La Sicile, l’île la plus grande de la Méditerranée, connaît un déclin démographique préoccupant. Selon les chiffres du recensement 2022 de l’Institut national de la statistique italien (Istat), la population…"
Commerce Tunisie-Italie: La balance penche en faveur de Tunis,https://realites.com.tn/fr/commerce-tunisie-italie-la-balance-penche-en-faveur-de-tunis/,14-05-2024,"Les échanges commerciaux entre la Tunisie et l’Italie affichent une dynamique contrastée au cours des premiers mois de l’année 2024. D’un côté, les exportations tunisiennes vers l’Italie ont bondi de…"
Fethi Nouri cherche à finaliser le financement des PME,https://realites.com.tn/fr/fethi-nouri-cherche-a-finaliser-le-financement-des-pme/,14-05-2024,"Au cours d’un entretien avec Nadir Mohammed, Directeur régional du département Croissance Inclusive, Finance et Institutions, pour la région du Moyen-Orient et de l’Afrique du Nord de la Banque Mondiale…"
La Banque Mondiale réitère son soutien à la Tunisie,https://realites.com.tn/fr/la-banque-mondiale-reitere-son-soutien-a-la-tunisie/,14-05-2024,"La ministre des Finances, Sihem Boughdiri Nemsia a rencontré hier lundi au siège du ministère le directeur régional du développement équitable, du financement et des institutions à la Banque mondiale,…"
La Tunisie œuvre à reconstituer son cheptel bovin,https://realites.com.tn/fr/la-tunisie-oeuvre-a-reconstituer-son-cheptel-bovin/,14-05-2024,"Lors de l’ouverture d’un colloque sur la sécurité alimentaire et le changement climatique, lundi 13 mai 2024, le ministre de l’Agriculture, des Ressources hydriques et de la Pêche, Abdelmonem Belati,…"
La STEG lance la phase pilote du projet Smart Grid à Sfax,https://realites.com.tn/fr/la-steg-lance-la-phase-pilote-du-projet-smart-grid-a-sfax/,13-05-2024,"La Société tunisienne d’électricité et de gaz (STEG) a annoncé le lancement de la phase pilote du projet Smart Grid, qui vise à moderniser son réseau électrique et à améliorer…"
Entreprises,https://realites.com.tn/fr/category/entreprises/,12-05-2024,"L’Inde est l’une des économies à la croissance la plus rapide au monde et se transforme rapidement en moteur de la croissance mondiale. Au cours de la période 2000-2023, qui…"
FAO: Légère hausse des prix alimentaires mondiaux en avril,https://realites.com.tn/fr/fao-legere-hausse-des-prix-alimentaires-mondiaux-en-avril/,09-05-2024,"Les prix des produits alimentaires mondiaux ont connu une légère augmentation en avril, après sept mois de baisse consécutive, selon l’indice des prix alimentaires de la FAO. Cette hausse est…"
TLF affiche une croissance solide et un engagement RSE exemplaire,https://realites.com.tn/fr/tlf-affiche-une-croissance-solide-et-un-engagement-rse-exemplaire/,09-05-2024,"TLF, acteur majeur du leasing et du factoring en Tunisie, a connu une année 2023 exceptionnelle, marquée par une croissance solide sur tous les fronts et un engagement RSE renforcé.…"
Tunisie : Mise en place d’une plateforme numérique dédiée aux produits touristiques,https://realites.com.tn/fr/tunisie-mise-en-place-dune-plateforme-numerique-dediee-aux-produits-touristiques/,09-05-2024,"Une nouvelle plateforme numérique dédiée au tourisme est sur le point de voir le jour en Tunisie, comme annoncé par Ahmed Bettaieb, président de la Fédération Tunisienne des Agences de…"
Pour un nouveau modèle énergétique durable,https://realites.com.tn/fr/pour-un-nouveau-modele-energetique-durable/,08-05-2024,"Des conventions portant sur deux projets de production de l’énergie solaire photovoltaïque dans le cadre du régime de concession ont été signées, ce mercredi 8 mai 2024 au siège du…"
Déficit budgétaire: Des lendemains plus radieux en perspective ?,https://realites.com.tn/fr/deficit-budgetaire-des-lendemains-plus-radieux-en-perspective/,08-05-2024,"Un rapport du ministère des Finances publié cette semaine prévoit une réduction progressive du déficit budgétaire au cours des prochaines années, grâce à des réformes fiscales ambitieuses et à une…"
Banque mondiale: Voici les prévisions de croissance pour cette année,https://realites.com.tn/fr/banque-mondiale-voici-les-previsions-de-croissance-pour-cette-annee/,08-05-2024,"D’après le dernier rapport de la Banque mondiale intitulé « Moniteur économique de la Tunisie – Édition printemps 2024 », les énergies renouvelables pourraient constituer un véritable pilier de la relance économique…"
Tunisie : Le Ministre du Tourisme met en avant l’essor stratégique de l’artisanat,https://realites.com.tn/fr/tunisie-le-ministre-du-tourisme-met-en-avant-lessor-strategique-de-lartisanat/,08-05-2024,"Le ministre du Tourisme, Mohamed Moez Belhassine, a souligné lors d’une déclaration à la presse, en marge de l’ouverture des travaux de la Conférence nationale sur l’investissement dans l’artisanat, organisée…"
Progression des recettes touristiques au cours des quatre premiers mois de l’année,https://realites.com.tn/fr/progression-des-recettes-touristiques-au-cours-des-quatre-premiers-mois-de-lannee/,07-05-2024,"Le tourisme tunisien affiche un début d’année 2024 des plus encourageants. Les recettes touristiques enregistrent une progression de 8% au cours des quatre premiers mois de l’année, atteignant près de…"
Le textile tunisien se drape d’une ambition verte : cap sur 2030 !,https://realites.com.tn/fr/le-textile-tunisien-se-drape-dune-ambition-verte-cap-sur-2030/,07-05-2024,"L’industrie textile tunisienne s’engage résolument dans une mue écologique. En effet, la Fédération tunisienne du textile et de l’habillement (FTTH) vient de dévoiler une feuille de route ambitieuse visant à…"
Progression des exportations d’agrumes,https://realites.com.tn/fr/progression-des-exportations-dagrumes-2/,06-05-2024,"Les exportations du secteur des agrumes ont enregistré une performance remarquable cette saison, atteignant 29,4 millions de dinars à la date du 6 mai 2024. Ce chiffre représente une augmentation…"
Italie-Tunisie : L’ambassadeur italien visite Cat Colacem,https://realites.com.tn/fr/italie-tunisie-lambassadeur-italien-visite-cat-colacem/,06-05-2024,"L’ambassadeur d’Italie en Tunisie, Alessandro Prunas, a effectué une visite remarquée aujourd’hui à la cimenterie Cat Colacem, l’un des fleurons de la présence italienne dans le paysage économique tunisien. Cette…"
"Inflation: Timide répit, mais les courses restent chères",https://realites.com.tn/fr/inflation-timide-repit-mais-les-courses-restent-cheres/,06-05-2024,"L’Institut national de la statistique (INS) a annoncé un ralentissement de l’inflation pour le mois d’avril 2024. Le taux d’inflation s’est établi à 7,2%, contre 7,5% un mois auparavant. Malgré…"
Lancement des souscription à la deuxième tranche de l’emprunt national,https://realites.com.tn/fr/lancement-des-souscription-a-la-deuxieme-tranche-de-lemprunt-national/,06-05-2024,Le coup d’envoi des souscriptions à la deuxième tranche de l’emprunt national pour l’année 2024 a été donné ce lundi 6 mai 2024 et prendra fin le 13 mai courant.…
Entreprises,https://realites.com.tn/fr/category/entreprises/,05-05-2024,"Historiquement, en particulier pendant la période dite de « grande modération » (1990-2019) dominée par une croissance positive et une faible inflation, les impressions sur l’inflation réelle ont rarement suscité…"
Conseil ministériel restreint : Investissement et gestion des espaces d’activités économiques à l’ordre du jour,https://realites.com.tn/fr/conseil-ministeriel-restreint-investissement-et-gestion-des-espaces-dactivites-economiques-a-lordre-du-jour/,04-05-2024,"Le Chef du gouvernement, M. Ahmed Hachani, a présidé, vendredi 3 mai 2024, au palais du gouvernement à la Kasbah, un conseil ministériel restreint pour poursuivre l’examen du dossier des…"
L’économie bleue: Un trésor sous-exploité pour les jeunes entrepreneurs,https://realites.com.tn/fr/leconomie-bleue-un-tresor-sous-exploite-pour-les-jeunes-entrepreneurs/,03-05-2024,"Malgré son rôle crucial dans l’économie tunisienne, avec près de 16% du PIB généré par les activités liées à la mer, l’entrepreneuriat bleu peine à décoller chez les jeunes. Une…"
Génocide palestinien: La Turquie suspend ses relations commerciales avec l’Occupant,https://realites.com.tn/fr/genocide-palestinien-la-turquie-suspend-ses-relations-commerciales-avec-loccupant/,02-05-2024,"En réponse à la situation humanitaire à Gaza et à la colère grandissante de sa population, la Turquie a annoncé jeudi la suspension de ses relations commerciales avec l’Occupant génocidaire.…"
La récolte 2024-2025 s’annonce exceptionnelle à Tozeur,https://realites.com.tn/fr/la-recolte-2024-2025-sannonce-exceptionnelle-a-tozeur/,02-05-2024,"Les acteurs de la filière dattière de la région de Tozeur se sont réunis mardi sous la présidence du gouverneur local, Mohamed Aymen Bejaoui, pour lancer les préparatifs de la…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,02-05-2024,"Par Amine Ben Gamra  En matière de financement des PME, la Tunisie ne souffre pas d’un déficit d’accès aux financements, les montants rapportés au nombre des PME. Hélas, l’argent reçu…"
Un coup de pouce pour les entrepreneurs agricoles grâce à un programme d’accompagnement sur mesure,https://realites.com.tn/fr/un-coup-de-pouce-pour-les-entrepreneurs-agricoles-grace-a-un-programme-daccompagnement-sur-mesure/,30-04-2024,"Le Réseau National des Pépinières des Entreprises Agricoles (RNPEA) vient de lancer un programme d’appui ambitieux destiné à soutenir les acteurs économiques des secteurs de l’agriculture, de l’agroalimentaire, de la…"
"L’industrie tunisienne attire les investisseurs étrangers, mais quid de l’emploi ?",https://realites.com.tn/fr/lindustrie-tunisienne-attire-les-investisseurs-etrangers-mais-quid-de-lemploi/,30-04-2024,"L’Instance tunisienne de l’investissement (TIA) dévoile des chiffres contrastés pour le premier trimestre 2024. Si les investissements déclarés auprès de l’instance affichent une hausse de 14,9% par rapport à la…"
Tourisme : Une timide reprise se confirme en 2024,https://realites.com.tn/fr/tourisme-une-timide-reprise-se-confirme-en-2024/,30-04-2024,"Malgré une légère baisse par rapport à l’année de référence 2019, le tourisme a connu une reprise remarquable en 2023, avec 9,37 millions de visiteurs, soit une hausse de 45,5%…"
Tunisie : Hausse des prix de 320 médicaments,https://realites.com.tn/fr/tunisie-hausse-des-prix-de-320-medicaments/,30-04-2024,"Dans une annonce faite hier, lundi 29 avril 2024, Tarek Hammami, président de la Chambre nationale de l’industrie pharmaceutique, a annoncé une hausse de prix affectant 320 médicaments produits localement.…"
Pétrole : L’Algérie maintient sa cadence d’exportation au premier trimestre 2024,https://realites.com.tn/fr/petrole-lalgerie-maintient-sa-cadence-dexportation-au-premier-trimestre-2024/,29-04-2024,"L’Algérie maintient le cap sur ses exportations de pétrole brut et de condensats au premier trimestre 2024, avec une hausse d’environ 2% par rapport à l’année précédente. Ce dynamisme s’explique…"
